#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes core	Computed types
Salmonella enterica		"17225_4_46","ERS5913647"	Enteritidis	PDT001291971.1	2022-04-21T16:35:55Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8227075	GCA_023085835.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_68","ERS5913646"	Mountpleasant	PDT001291972.1	2022-04-21T16:35:56Z	Gambia	human	clinical				SAMEA8227074	GCA_023085785.1	fosA7=COMPLETE	antigen_formula=47:y:1,6,serotype=Moualine
Salmonella enterica		"17225_4_13","ERS5913645"	Dublin	PDT001291973.1	2022-04-21T16:35:57Z	Gambia	human	clinical	PDS000108607.1	8		SAMEA8227073	GCA_023085805.1		antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica		"17225_2_81","ERS5913644"	Enteritidis	PDT001291974.1	2022-04-21T16:35:57Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8227072	GCA_023090165.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_67","ERS5913643"	Oranienburg	PDT001291975.1	2022-04-21T16:35:57Z	Gambia	human	clinical				SAMEA8227071	GCA_023085765.1	fosA7=PARTIAL	antigen_formula=7:m,t:-,serotype=Oranienburg
Salmonella enterica		"17225_4_51","ERS5913642"	Typhi	PDT001291976.1	2022-04-21T16:35:58Z	Gambia	human	clinical	PDS000041681.2	2		SAMEA8227070	GCA_023090145.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"25292_2_42","ERS5913641"	Poona	PDT001291977.1	2022-04-21T16:35:58Z	Gambia	human	clinical	PDS000117778.1			SAMEA8227069	GCA_023085725.1		antigen_formula=13:z:1,6,serotype=Poona
Salmonella enterica		"25292_2_39","ERS5913640"	Typhimurium	PDT001291978.1	2022-04-21T16:35:58Z	Gambia	human	clinical				SAMEA8227068	GCA_023085665.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"25292_2_40","ERS5913639"	Bron	PDT001291979.1	2022-04-21T16:35:59Z	Gambia	human	clinical	PDS000095614.4	0	30	SAMEA8227067	GCA_023085705.1		antigen_formula=41:z10:1,6,serotype=Landala
Salmonella enterica		"25292_2_38","ERS5913638"	Stanleyville	PDT001291980.1	2022-04-21T16:35:59Z	Gambia	human	clinical	PDS000108614.2	22		SAMEA8227066	GCA_023085685.1	fosA7=COMPLETE	antigen_formula=4:z4,z23:1,2,serotype=Stanleyville
Salmonella enterica		"25292_2_41","ERS5913637"	Bron	PDT001291981.1	2022-04-21T16:35:59Z	Gambia	human	clinical	PDS000095614.4	0	30	SAMEA8227065	GCA_023085645.1		antigen_formula=41:z10:1,6,serotype=Landala
Salmonella enterica		"25292_2_37","ERS5913636"	Typhi	PDT001291982.1	2022-04-21T16:36:00Z	Gambia	human	clinical	PDS000041632.52	4		SAMEA8227064	GCA_023090725.1	catA1=COMPLETE,dfrA15=COMPLETE,sul1=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"25292_2_34","ERS5913635"	Enteritidis	PDT001291983.1	2022-04-21T16:36:00Z	Gambia	human	clinical	PDS000107947.11	5		SAMEA8227063	GCA_023085625.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"25292_2_33","ERS5913634"	Typhimurium	PDT001291984.1	2022-04-21T16:36:00Z	Gambia	human	clinical				SAMEA8227062	GCA_023085545.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"25292_2_31","ERS5913633"	Typhi	PDT001291985.1	2022-04-21T16:36:00Z	Gambia	human	clinical	PDS000041632.52	4		SAMEA8227061	GCA_023090125.1	catA1=COMPLETE,dfrA15=COMPLETE,sul1=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"25292_2_30","ERS5913632"	Enteritidis	PDT001291986.1	2022-04-21T16:36:01Z	Gambia	human	clinical	PDS000107947.11	37		SAMEA8227060	GCA_023085505.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"25292_2_29","ERS5913631"	Enteritidis	PDT001291987.1	2022-04-21T16:36:01Z	Gambia	human	clinical	PDS000107947.11	3		SAMEA8227059	GCA_023090745.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"25292_2_28","ERS5913630"	Ouakam	PDT001291988.1	2022-04-21T16:36:01Z	Gambia	human	clinical				SAMEA8227058	GCA_023090705.1		antigen_formula=35:i:e,n,z15,serotype=Gambia
Salmonella enterica		"17225_4_57","ERS5913629"	Typhi	PDT001291989.1	2022-04-21T16:36:02Z	Gambia	human	clinical	PDS000041681.2	4		SAMEA8227057	GCA_023085485.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_4_36","ERS5913628"	Poona	PDT001291990.1	2022-04-21T16:36:02Z	Gambia	human	clinical				SAMEA8227056	GCA_023085565.1		antigen_formula=13:z:1,6,serotype=Poona
Salmonella enterica		"17225_4_24","ERS5913627"	Dublin	PDT001291991.1	2022-04-21T16:36:02Z	Gambia	human	clinical	PDS000108607.1	8		SAMEA8227055	GCA_023085585.1		antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica		"25292_2_32","ERS5913626"	Typhimurium	PDT001291992.1	2022-04-21T16:36:02Z	Gambia	human	clinical	PDS000026645.37	22		SAMEA8227054	GCA_023085435.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"17225_4_60","ERS5913625"	Enteritidis	PDT001291993.1	2022-04-21T16:36:03Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8227053	GCA_023085395.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_4_41","ERS5913624"	Enteritidis	PDT001291994.1	2022-04-21T16:36:03Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8227052	GCA_023090685.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"25292_2_27","ERS5913623"	Sandiego	PDT001291995.1	2022-04-21T16:36:03Z	Gambia	human	clinical				SAMEA8227051	GCA_023085335.1		antigen_formula=4:e,h:e,n,z15,serotype=Sandiego
Salmonella enterica		"25292_2_25","ERS5913622"	Miami	PDT001291996.1	2022-04-21T16:36:04Z	Gambia	human	clinical	PDS000065512.3	29		SAMEA8227050	GCA_023090645.1		antigen_formula=28:z:1,6,serotype=Doel
Salmonella enterica		"25292_2_26","ERS5913621"	Poona	PDT001291997.1	2022-04-21T16:36:04Z	Gambia	human	clinical				SAMEA8227049	GCA_023085365.1		antigen_formula=13:z:1,6,serotype=Poona
Salmonella enterica		"25292_2_23","ERS5913620"	Gueuletapee	PDT001291998.1	2022-04-21T16:36:04Z	Gambia	human	clinical	PDS000108605.20	37	39	SAMEA8227048	GCA_023084385.1		antigen_formula=9:g,m,s:-,serotype=Gueuletapee
Salmonella enterica		"25292_2_22","ERS5913619"	Typhi	PDT001291999.1	2022-04-21T16:36:05Z	Gambia	human	clinical	PDS000108626.1	5		SAMEA8227047	GCA_023090665.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"25292_2_20","ERS5913618"	Enteritidis	PDT001292000.1	2022-04-21T16:36:05Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8227046	GCA_023085405.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_4_56","ERS5913617"	Give	PDT001292001.1	2022-04-21T16:36:05Z	Gambia	human	clinical	PDS000117790.1			SAMEA8227045	GCA_023086835.1		antigen_formula=3,10:l,v:1,7,serotype=Give
Salmonella enterica		"17225_4_45","ERS5913616"	Give	PDT001292002.1	2022-04-21T16:36:05Z	Gambia	human	clinical	PDS000117754.1			SAMEA8227044	GCA_023090105.1		antigen_formula=3,10:l,v:1,7,serotype=Give
Salmonella enterica		"17225_4_44","ERS5913615"	Enteritidis	PDT001292003.1	2022-04-21T16:36:06Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8227043	GCA_023084365.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"25292_2_16","ERS5913614"	Typhimurium	PDT001292004.1	2022-04-21T16:36:06Z	Gambia	human	clinical	PDS000041999.102	0	29	SAMEA8227042	GCA_023084345.1	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"17225_4_3","ERS5913613"	Typhimurium	PDT001292005.1	2022-04-21T16:36:06Z	Gambia	human	clinical	PDS000041999.102	0	29	SAMEA8227041	GCA_023086815.1	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"17225_4_2","ERS5913612"	Typhimurium	PDT001292006.1	2022-04-21T16:36:07Z	Gambia	human	clinical	PDS000038545.7	10		SAMEA8227040	GCA_023084325.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"17225_2_76","ERS5913611"	Oranienburg	PDT001292007.1	2022-04-21T16:36:07Z	Gambia	human	clinical	PDS000043554.5	26		SAMEA8227039	GCA_023091045.1	fosA7=PARTIAL	antigen_formula=7:m,t:-,serotype=Oranienburg
Salmonella enterica		"17225_4_12","ERS5913610"	Enteritidis	PDT001292008.1	2022-04-21T16:36:08Z	Gambia	human	clinical	PDS000108611.2	3		SAMEA8227038	GCA_023084305.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_84","ERS5913609"	Virchow	PDT001292009.1	2022-04-21T16:36:08Z	Gambia	human	clinical	PDS000117763.1			SAMEA8227037	GCA_023084285.1		antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica		"17225_4_54","ERS5913608"	Typhi	PDT001292010.1	2022-04-21T16:36:08Z	Gambia	human	clinical	PDS000117784.1			SAMEA8227036	GCA_023084265.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_2_83","ERS5913607"	Virchow	PDT001292011.1	2022-04-21T16:36:09Z	Gambia	human	clinical	PDS000043829.6	34		SAMEA8227035	GCA_023084245.1		antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica		"17225_2_82","ERS5913606"	Durban	PDT001292012.1	2022-04-21T16:36:09Z	Gambia	human	clinical	PDS000108605.20	28	28	SAMEA8227034	GCA_023086795.1		antigen_formula=2:g,m,s:-,serotype=I 2:g,m,s:-
Salmonella enterica		"17225_4_35","ERS5913605"	Typhi	PDT001292013.1	2022-04-21T16:36:10Z	Gambia	human	clinical	PDS000041681.2	1		SAMEA8227033	GCA_023090085.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_4_8","ERS5913604"	Enteritidis	PDT001292014.1	2022-04-21T16:36:10Z	Gambia	human	clinical	PDS000107947.11	4		SAMEA8227032	GCA_023086895.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_4_55","ERS5913603"	Typhi	PDT001292015.1	2022-04-21T16:36:10Z	Gambia	human	clinical	PDS000041681.2	10		SAMEA8227031	GCA_023086505.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_4_16","ERS5913602"	Typhimurium	PDT001292016.1	2022-04-21T16:36:11Z	Gambia	human	clinical	PDS000016322.6	0		SAMEA8227030	GCA_023090065.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"17225_4_20","ERS5913601"	Typhi	PDT001292017.1	2022-04-21T16:36:11Z	Gambia	human	clinical	PDS000041681.2	0		SAMEA8227029	GCA_023090605.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_4_71","ERS5913600"	Vinohrady	PDT001292018.1	2022-04-21T16:36:11Z	Gambia	human	clinical				SAMEA8227028	GCA_023090045.1		antigen_formula=28:m,t:-,serotype=Vinohrady
Salmonella enterica		"17225_4_14","ERS5913599"	Overschie	PDT001292019.1	2022-04-21T16:36:12Z	Gambia	human	clinical				SAMEA8227027	GCA_023086585.1		antigen_formula=39:y:1,5,serotype=Windermere
Salmonella enterica		"17225_4_52","ERS5913598"	Overschie	PDT001292020.1	2022-04-21T16:36:12Z	Gambia	human	clinical				SAMEA8227026	GCA_023086465.1		antigen_formula=39:y:1,5,serotype=Windermere
Salmonella enterica		"17225_4_10","ERS5913597"	Dublin	PDT001292021.1	2022-04-21T16:36:12Z	Gambia	human	clinical	PDS000108607.1	0		SAMEA8227025	GCA_023084165.1		antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica		"17225_4_25","ERS5913596"	Miami	PDT001292022.1	2022-04-21T16:36:12Z	Gambia	human	clinical	PDS000108620.1	0		SAMEA8227024	GCA_023084145.1		antigen_formula=9:a:1,5,serotype=Miami
Salmonella enterica		"17225_4_21","ERS5913595"	Miami	PDT001292023.1	2022-04-21T16:36:13Z	Gambia	human	clinical	PDS000108620.1	0		SAMEA8227023	GCA_023084105.1		antigen_formula=9:a:1,5,serotype=Miami
Salmonella enterica		"17225_4_18","ERS5913594"	Miami	PDT001292024.1	2022-04-21T16:36:13Z	Gambia	human	clinical	PDS000108620.1	0		SAMEA8227022	GCA_023084085.1		antigen_formula=9:a:1,5,serotype=Miami
Salmonella enterica		"17225_4_4","ERS5913593"	Grumpensis	PDT001292025.1	2022-04-21T16:36:13Z	Gambia	human	clinical				SAMEA8227021	GCA_023084125.1	fosA7.6=COMPLETE	antigen_formula=13:d:1,7,serotype=Grumpensis
Salmonella enterica		"17225_4_42","ERS5913592"	Typhi	PDT001292026.1	2022-04-21T16:36:15Z	Gambia	human	clinical	PDS000041681.2	0		SAMEA8227020	GCA_023084065.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_4_61","ERS5913591"	Typhi	PDT001292027.1	2022-04-21T16:36:16Z	Gambia	human	clinical	PDS000108626.1	5		SAMEA8227019	GCA_023090625.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_4_11","ERS5913590"	Typhimurium	PDT001292028.1	2022-04-21T16:36:16Z	Gambia	human	clinical	PDS000094433.2	27		SAMEA8227018	GCA_023084045.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"17225_4_9","ERS5913589"	Dublin	PDT001292029.1	2022-04-21T16:36:17Z	Gambia	human	clinical	PDS000108607.1	0		SAMEA8227017	GCA_023084005.1		antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica		"17225_4_31","ERS5913588"	Dublin	PDT001292030.1	2022-04-21T16:36:17Z	Gambia	human	clinical	PDS000108607.1	10		SAMEA8227016	GCA_023084025.1		antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica		"17225_2_63","ERS5913587"	Dublin	PDT001292031.1	2022-04-21T16:36:17Z	Gambia	human	clinical	PDS000108607.1	7		SAMEA8227015	GCA_023090025.1		antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica		"17225_4_43","ERS5913586"	Typhi	PDT001292032.1	2022-04-21T16:36:17Z	Gambia	human	clinical	PDS000041681.2	1		SAMEA8227014	GCA_023083965.1		antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica		"17225_4_15","ERS5913585"	Typhimurium	PDT001292033.1	2022-04-21T16:36:18Z	Gambia	human	clinical				SAMEA8227013	GCA_023083985.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"17225_4_19","ERS5913584"	Ouakam	PDT001292034.1	2022-04-21T16:36:18Z	Gambia	human	clinical				SAMEA8227012	GCA_023090005.1		antigen_formula=35:i:e,n,z15,serotype=Gambia
Salmonella enterica		"17225_2_62","ERS5913583"	Enteritidis	PDT001292035.1	2022-04-21T16:36:18Z	Gambia	human	clinical	PDS000107947.11	4		SAMEA8227011	GCA_023089965.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_4_30","ERS5913582"	Hofit	PDT001292036.1	2022-04-21T16:36:19Z	Gambia	human	clinical				SAMEA8227010	GCA_023083145.1	fosA7=COMPLETE	antigen_formula=39:i:1,5,serotype=Hofit
Salmonella enterica		"17225_4_29","ERS5913581"	Bredeney	PDT001292037.1	2022-04-21T16:36:19Z	Gambia	human	clinical	PDS000108612.1	0		SAMEA8227009	GCA_023083105.1		antigen_formula=39:y:1,5,serotype=Windermere
Salmonella enterica		"18090_5_46","ERS5913580"	Virchow	PDT001292038.1	2022-04-21T16:36:19Z	Gambia	human	clinical				SAMEA8227008	GCA_023089985.1		antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica		"17225_2_71","ERS5913579"	Vinohrady	PDT001292039.1	2022-04-21T16:36:20Z	Gambia	human	clinical	PDS000107947.11	0		SAMEA8227007	GCA_023090585.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"17225_2_60","ERS5913578"	Hull	PDT001292040.1	2022-04-21T16:36:20Z	Gambia	human	clinical				SAMEA8227006	GCA_023083125.1		antigen_formula=16:b:1,2,serotype=Hull
